date,filename,content,S_cat,S_concdef,V_raw,V_pct,V_minmax,week
2025-08-02,2025-08-02.md,"---
created: 2025-08-02
---

- **First Light**: What is on your mind? What is your focus today?
- **Last Light**: What were wins today? What's on tap for tomorrow?

# Freewrite








",0.0,56.12996014106451,42.09747010579838,12.5,0.0,2025-07-28/2025-08-03
2025-08-01,2025-08-01.md,"meeting with charlie
- belief (in fake it till make it) = uncertainty = optimal solution given cost and probability structure",89.67825717233991,100.0,97.41956429308497,100.0,100.0,2025-07-28/2025-08-03
2025-07-31,2025-07-31.md,"---
created: 2025-07-31
---

- **First Light**: What is on your mind? What is your focus today?
- **Last Light**: What were wins today? What's on tap for tomorrow?

# Freewrite








",0.0,56.12996014106451,42.09747010579838,12.5,0.0,2025-07-28/2025-08-03
2025-07-27,2025-07-27.md,"---
created: 2025-07-27
---

- **First Light**: What is on your mind? What is your focus today?
- **Last Light**: What were wins today? What's on tap for tomorrow?

# Freewrite








",0.0,56.12996014106451,42.09747010579838,12.5,0.0,2025-07-21/2025-07-27
2025-07-25,2025-07-25.md,"구원을 기다리는 현상으로, 구원의 부재를 원인이라 지목할수는 없다.

적절한 level에서 생각중인지 검토. 현실에서 해결해야할 문제는 따로 있는 법

waiting for room, 

only looking at room,
9.1 patients acitivity = 

",0.0,79.45816788640383,59.59362591480287,70.83333333333334,31.625982468728076,2025-07-21/2025-07-27
2025-07-21,2025-07-21.md,"- defense tech exploding

self introduction
simplify into bayesian entreprneurship (mens) et operations (manus)

• **Who I am**: Angie Moon - I see operations through a Bayesian lens (everything is a random variable → uncertainty pooling + flexibility)

• **What I've done**: Matched capabilities to customers

- Demand prediction for logistics companies
- Lifecycle weapon systems for defense agencies

• **How I think**: Connect needs with solutions

- Time series prediction using hierarchical Bayes
- Help entrepreneurs propose value to vendors

• **Core belief**: Operations = creating value by linking capability, product, and customer

• **Why Bayes matters**: Gives us pooling and flexibility to make decisions under uncertainty - whether managing inventory or defense systems",0.0,85.0,63.75,75.0,39.13902792779223,2025-07-21/2025-07-27
2025-07-18,2025-07-18.md," [[seongam_moon]] 
 - introduced asymmetric effect of time on two costs (future overage cost discounting) 
 - S-curve diffusion consists of the first exponential growth from reinforcing and the second from balancing loop
 - promise-fund-deliver.
	 - fund given promise has reinforcing effect i.e. the more your promise the more fund you get and the more you get funding the more you can promise
	 - deliver given promise is balancing loop i.e. the more you promise, the more you may deliver to certain degree, but this reinforcement faces physical bound
	
	- P(D|Q) = \integ P(D|F,Q) P(F|Q) dF
		- P(D|F,Q) is deliver probability given promise level (Q) and capital level (F)
		- P(F|Q) is funding probability given promise level 
 - not including reinforcement loop and balancing


definition of the prior predictive distribution, which is obtained by marginalizing the joint distribution `p(D,θ|M)` over the parameters θ

prior predictive distribution of deliverability D given promise level Q is 

demand D given inventory level Q  min_Q Co(D-Q)^+ + Cu(Q-D)^+

1. several intelligent agent? 
no, promise is promise to oneself, choosing optimal level of promise with one's desired speed and size

[[Atlas/Dots/현지정신/벗/명량정하/jungha_kim]]
1. ",19.327905444741482,83.50469610185401,67.46049843757588,79.16666666666666,45.84611031880659,2025-07-14/2025-07-20
2025-07-17,2025-07-17.md,"⭐️semiconductor 3b ; 50gallon -> 30k gallon tank (nonlinearity) from [[day3.0 josh(gov-ent)]]

It was more a sociology study, and then we'll sort of get back to SBIR, but where it was more like social psych, but where they were like doing questions like, What is the population of Mozambique? They did to entrepreneurs. And then similar MBAs weren't entrepreneurs. And basically, the entrepreneurs were no better at picking population of Mozambique than the others. They then they said, What are your air bands around that estimate? And the entrepreneurs were all like, our air ban is between 14 point 2,000,014 point 8 million, as opposed to between 20 million and 80 million, right? They were just incredibly overconfident in terms of, yeah, but I don't think I have not seen anything that tries to relate the overconfidence to success.",0.0,67.0295154147715,50.272136561078625,45.83333333333333,14.77649495264198,2025-07-14/2025-07-20
2025-07-13,2025-07-13.md,"---
created: 2025-07-13
---

- **First Light**: What is on your mind? What is your focus today?
- **Last Light**: What were wins today? What's on tap for tomorrow?

# Freewrite








",0.0,56.12996014106451,42.09747010579838,12.5,0.0,2025-07-07/2025-07-13
2025-07-12,2025-07-12.md,am keep listening to [[말해요]],0.0,100.0,75.0,87.5,59.474483707745925,2025-07-07/2025-07-13
2025-07-10,2025-07-10.md,"---
created: 2025-07-10
---

- **First Light**: What is on your mind? What is your focus today?
- **Last Light**: What were wins today? What's on tap for tomorrow?

# Freewrite








",0.0,56.12996014106451,42.09747010579838,12.5,0.0,2025-07-07/2025-07-13
2025-07-09,2025-07-09.md,"enabled connecting to daily notes whenever i press cmd + shift + d. 
at the end of the day, if i press linked mentioned on the right, it shows what i've done for the day

next is learning to use calendar
",0.0,100.0,75.0,87.5,59.474483707745925,2025-07-07/2025-07-13
2025-07-08,2025-07-08.md,"- thought of promise vendor (name confirmed among vision, dream vendor from [[heegon_noh]], idea pitched to [[peyman]])
- experimented with new plugins",0.0,100.0,75.0,87.5,59.474483707745925,2025-07-07/2025-07-13
